age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,Contacts_during_the_Campaign,Previous_Outcome,Desired_Target,Desired_Target_Num,state
57,management,divorced,university.degree,no,no,no,telephone,May,Wednesday,283,3,nonexistent,Not Subscribed,1,New South Wales
51,blue-collar,married,basic.4y,no,no,no,telephone,May,Wednesday,353,4,nonexistent,Not Subscribed,1,Western Australia
31,technician,married,professional.course,no,no,no,telephone,May,Wednesday,212,2,nonexistent,Not Subscribed,1,Western Australia
31,admin.,married,university.degree,no,no,no,telephone,May,Wednesday,225,2,nonexistent,Not Subscribed,1,Victoria
60,services,married,unknown,no,no,no,telephone,May,Wednesday,283,1,nonexistent,Not Subscribed,1,Western Australia
29,admin.,single,university.degree,no,yes,no,telephone,May,Wednesday,1273,1,nonexistent,Not Subscribed,1,South Australia
44,entrepreneur,married,basic.4y,unknown,no,no,telephone,May,Wednesday,1574,2,nonexistent,Subscribed,0,New South Wales
26,technician,single,basic.9y,no,yes,no,telephone,May,Wednesday,139,3,nonexistent,Not Subscribed,1,Queensland
54,blue-collar,married,basic.4y,no,yes,no,telephone,May,Wednesday,62,5,nonexistent,Not Subscribed,1,New South Wales
34,blue-collar,single,high.school,unknown,no,yes,telephone,May,Wednesday,256,3,nonexistent,Not Subscribed,1,New South Wales
29,admin.,single,high.school,no,yes,no,telephone,May,Wednesday,245,2,nonexistent,Not Subscribed,1,Queensland
33,admin.,divorced,high.school,no,yes,no,telephone,May,Wednesday,161,2,nonexistent,Not Subscribed,1,Queensland
35,blue-collar,single,high.school,no,yes,no,telephone,May,Wednesday,245,3,nonexistent,Not Subscribed,1,New South Wales
42,management,married,basic.6y,no,yes,yes,telephone,May,Wednesday,89,3,nonexistent,Not Subscribed,1,Victoria
53,retired,married,basic.4y,unknown,yes,no,telephone,May,Wednesday,591,3,nonexistent,Not Subscribed,1,Queensland
51,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,113,2,nonexistent,Not Subscribed,1,Tasmania
59,retired,divorced,basic.4y,no,yes,no,telephone,May,Wednesday,517,3,nonexistent,Not Subscribed,1,Tasmania
51,admin.,married,basic.6y,unknown,no,no,telephone,May,Wednesday,193,3,nonexistent,Not Subscribed,1,New South Wales
36,blue-collar,married,basic.9y,no,yes,no,telephone,May,Wednesday,231,2,nonexistent,Not Subscribed,1,New South Wales
47,technician,divorced,professional.course,unknown,no,no,telephone,May,Wednesday,348,3,nonexistent,Not Subscribed,1,New South Wales
51,admin.,married,university.degree,no,no,no,telephone,May,Wednesday,299,2,nonexistent,Not Subscribed,1,Queensland
42,admin.,married,university.degree,unknown,yes,no,telephone,May,Wednesday,103,4,nonexistent,Not Subscribed,1,New South Wales
40,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,253,8,nonexistent,Not Subscribed,1,Queensland
26,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Wednesday,73,2,nonexistent,Not Subscribed,1,New South Wales
45,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,164,5,nonexistent,Not Subscribed,1,Western Australia
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Wednesday,244,7,nonexistent,Not Subscribed,1,Western Australia
42,services,married,high.school,no,no,no,telephone,May,Wednesday,191,2,nonexistent,Not Subscribed,1,Queensland
31,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,157,6,nonexistent,Not Subscribed,1,South Australia
38,blue-collar,married,basic.4y,no,no,no,telephone,May,Wednesday,548,2,nonexistent,Not Subscribed,1,Victoria
51,services,divorced,basic.6y,unknown,no,yes,telephone,May,Wednesday,114,3,nonexistent,Not Subscribed,1,Queensland
39,entrepreneur,married,high.school,no,yes,no,telephone,May,Wednesday,126,5,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,married,unknown,unknown,yes,yes,telephone,May,Wednesday,161,3,nonexistent,Not Subscribed,1,South Australia
60,services,married,unknown,no,yes,no,telephone,May,Wednesday,333,1,nonexistent,Not Subscribed,1,Queensland
34,management,married,university.degree,no,yes,no,telephone,May,Wednesday,155,1,nonexistent,Not Subscribed,1,Queensland
41,blue-collar,married,basic.4y,no,yes,no,telephone,May,Wednesday,152,3,nonexistent,Not Subscribed,1,New South Wales
34,management,married,university.degree,no,yes,yes,telephone,May,Wednesday,145,1,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,married,basic.9y,no,no,no,telephone,May,Wednesday,66,3,nonexistent,Not Subscribed,1,Queensland
33,technician,married,professional.course,no,no,no,telephone,May,Wednesday,123,2,nonexistent,Not Subscribed,1,New South Wales
46,admin.,single,university.degree,no,unknown,unknown,telephone,May,Wednesday,74,1,nonexistent,Not Subscribed,1,Victoria
44,blue-collar,married,basic.4y,no,yes,no,telephone,May,Wednesday,248,3,nonexistent,Not Subscribed,1,Victoria
30,blue-collar,married,basic.6y,no,no,no,telephone,May,Wednesday,275,2,nonexistent,Not Subscribed,1,New South Wales
34,management,married,university.degree,no,no,no,telephone,May,Wednesday,984,1,nonexistent,Not Subscribed,1,Western Australia
54,admin.,divorced,university.degree,no,no,no,telephone,May,Wednesday,1689,4,nonexistent,Subscribed,0,Victoria
58,self-employed,married,professional.course,no,yes,no,telephone,May,Wednesday,84,2,nonexistent,Not Subscribed,1,New South Wales
29,services,married,high.school,no,yes,yes,telephone,May,Wednesday,27,3,nonexistent,Not Subscribed,1,New South Wales
41,entrepreneur,married,university.degree,no,no,no,telephone,May,Wednesday,130,4,nonexistent,Not Subscribed,1,New South Wales
53,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Wednesday,489,2,nonexistent,Not Subscribed,1,Victoria
35,admin.,married,university.degree,no,no,no,telephone,May,Wednesday,41,3,nonexistent,Not Subscribed,1,Western Australia
34,blue-collar,single,basic.9y,no,no,no,telephone,May,Wednesday,159,3,nonexistent,Not Subscribed,1,Queensland
36,blue-collar,single,unknown,no,yes,no,telephone,May,Wednesday,276,4,nonexistent,Not Subscribed,1,New South Wales
31,blue-collar,married,basic.9y,no,no,no,telephone,May,Wednesday,196,2,nonexistent,Not Subscribed,1,Queensland
59,retired,married,basic.4y,unknown,no,no,telephone,May,Wednesday,81,2,nonexistent,Not Subscribed,1,New South Wales
49,technician,married,professional.course,unknown,unknown,unknown,telephone,May,Wednesday,865,2,nonexistent,Not Subscribed,1,New South Wales
37,management,married,high.school,unknown,no,no,telephone,May,Wednesday,149,1,nonexistent,Not Subscribed,1,Western Australia
50,management,married,university.degree,no,yes,no,telephone,May,Wednesday,281,2,nonexistent,Not Subscribed,1,Victoria
34,services,married,high.school,no,no,no,telephone,May,Wednesday,122,5,nonexistent,Not Subscribed,1,Western Australia
32,admin.,married,university.degree,unknown,no,no,telephone,May,Wednesday,361,2,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Wednesday,944,3,nonexistent,Not Subscribed,1,Queensland
39,management,married,university.degree,no,yes,no,telephone,May,Wednesday,319,3,nonexistent,Not Subscribed,1,New South Wales
43,unknown,married,high.school,unknown,no,no,telephone,May,Wednesday,35,3,nonexistent,Not Subscribed,1,Victoria
43,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Wednesday,143,2,nonexistent,Not Subscribed,1,Victoria
52,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Wednesday,22,2,nonexistent,Not Subscribed,1,New South Wales
54,blue-collar,married,basic.9y,no,yes,no,telephone,May,Wednesday,90,2,nonexistent,Not Subscribed,1,Western Australia
54,blue-collar,married,basic.9y,no,yes,no,telephone,May,Wednesday,505,2,nonexistent,Not Subscribed,1,South Australia
31,services,single,high.school,no,yes,no,telephone,May,Wednesday,17,2,nonexistent,Not Subscribed,1,New South Wales
35,blue-collar,married,basic.6y,no,no,no,telephone,May,Wednesday,404,5,nonexistent,Not Subscribed,1,Tasmania
28,admin.,married,high.school,no,yes,no,telephone,May,Wednesday,238,2,nonexistent,Not Subscribed,1,Tasmania
56,retired,married,basic.9y,no,yes,yes,telephone,May,Wednesday,71,4,nonexistent,Not Subscribed,1,Victoria
35,admin.,single,basic.4y,unknown,no,no,telephone,May,Wednesday,309,2,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Wednesday,408,3,nonexistent,Not Subscribed,1,New South Wales
38,entrepreneur,married,basic.9y,no,no,no,telephone,May,Wednesday,157,3,nonexistent,Not Subscribed,1,Queensland
42,technician,married,professional.course,no,yes,no,telephone,May,Wednesday,280,3,nonexistent,Not Subscribed,1,New South Wales
44,blue-collar,married,basic.4y,no,no,no,telephone,May,Wednesday,374,2,nonexistent,Not Subscribed,1,Victoria
58,admin.,divorced,university.degree,no,yes,no,telephone,May,Wednesday,365,4,nonexistent,Not Subscribed,1,Queensland
43,admin.,divorced,high.school,no,yes,no,telephone,May,Thursday,177,3,nonexistent,Not Subscribed,1,Queensland
37,technician,married,professional.course,no,yes,no,telephone,May,Thursday,238,3,nonexistent,Not Subscribed,1,South Australia
45,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Thursday,31,2,nonexistent,Not Subscribed,1,Victoria
59,retired,married,university.degree,no,no,no,telephone,May,Thursday,425,6,nonexistent,Not Subscribed,1,Northern Territory
50,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Thursday,77,2,nonexistent,Not Subscribed,1,South Australia
41,admin.,married,high.school,no,yes,yes,telephone,May,Thursday,223,2,nonexistent,Not Subscribed,1,New South Wales
33,admin.,married,university.degree,no,yes,no,telephone,May,Thursday,239,2,nonexistent,Not Subscribed,1,Victoria
46,blue-collar,married,professional.course,no,no,no,telephone,May,Thursday,116,2,nonexistent,Not Subscribed,1,Victoria
30,admin.,single,high.school,no,no,no,telephone,May,Thursday,308,3,nonexistent,Not Subscribed,1,Queensland
28,services,single,high.school,no,no,no,telephone,May,Thursday,137,2,nonexistent,Not Subscribed,1,New South Wales
58,admin.,married,university.degree,no,no,yes,telephone,May,Thursday,162,2,nonexistent,Not Subscribed,1,Western Australia
43,blue-collar,married,basic.4y,no,no,no,telephone,May,Thursday,134,1,nonexistent,Not Subscribed,1,South Australia
39,self-employed,married,high.school,no,yes,no,telephone,May,Thursday,175,5,nonexistent,Not Subscribed,1,Western Australia
25,services,married,professional.course,unknown,no,no,telephone,May,Thursday,125,3,nonexistent,Not Subscribed,1,New South Wales
39,admin.,single,unknown,no,no,no,telephone,May,Thursday,211,3,nonexistent,Not Subscribed,1,Western Australia
42,retired,married,basic.9y,unknown,yes,no,telephone,May,Thursday,180,1,nonexistent,Not Subscribed,1,Queensland
43,admin.,married,high.school,no,yes,no,telephone,May,Thursday,67,1,nonexistent,Not Subscribed,1,South Australia
43,admin.,married,high.school,no,no,no,telephone,May,Thursday,196,1,nonexistent,Not Subscribed,1,Western Australia
33,admin.,single,university.degree,no,no,no,telephone,May,Thursday,342,1,nonexistent,Not Subscribed,1,New South Wales
52,unknown,married,basic.4y,no,no,no,telephone,May,Thursday,156,1,nonexistent,Not Subscribed,1,New South Wales
42,services,married,professional.course,no,yes,no,telephone,May,Thursday,813,1,nonexistent,Subscribed,0,Victoria
53,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Thursday,178,1,nonexistent,Not Subscribed,1,Victoria
41,housemaid,married,basic.6y,no,no,no,telephone,May,Thursday,142,1,nonexistent,Not Subscribed,1,Victoria
48,blue-collar,married,professional.course,no,yes,no,telephone,May,Thursday,194,1,nonexistent,Not Subscribed,1,Victoria
40,admin.,single,high.school,no,yes,no,telephone,May,Thursday,132,1,nonexistent,Not Subscribed,1,New South Wales
40,admin.,single,high.school,no,no,yes,telephone,May,Thursday,110,1,nonexistent,Not Subscribed,1,New South Wales
53,blue-collar,married,high.school,unknown,no,yes,telephone,May,Thursday,109,1,nonexistent,Not Subscribed,1,New South Wales
55,admin.,married,high.school,no,no,no,telephone,May,Thursday,94,1,nonexistent,Not Subscribed,1,Queensland
39,technician,married,professional.course,no,no,no,telephone,May,Thursday,31,1,nonexistent,Not Subscribed,1,Victoria
35,blue-collar,married,basic.9y,no,no,yes,telephone,May,Thursday,220,1,nonexistent,Not Subscribed,1,South Australia
50,housemaid,divorced,basic.4y,unknown,no,no,telephone,May,Thursday,489,1,nonexistent,Not Subscribed,1,Queensland
38,services,divorced,basic.6y,no,no,no,telephone,May,Thursday,180,1,nonexistent,Not Subscribed,1,Victoria
41,unemployed,married,basic.9y,unknown,no,no,telephone,May,Thursday,314,1,nonexistent,Not Subscribed,1,Queensland
44,technician,married,professional.course,unknown,no,no,telephone,May,Thursday,203,1,nonexistent,Not Subscribed,1,Victoria
39,admin.,married,basic.6y,unknown,no,no,telephone,May,Thursday,328,2,nonexistent,Not Subscribed,1,New South Wales
44,unknown,married,basic.6y,no,no,no,telephone,May,Thursday,207,1,nonexistent,Not Subscribed,1,New South Wales
51,technician,married,professional.course,no,no,yes,telephone,May,Thursday,193,1,nonexistent,Not Subscribed,1,Queensland
41,technician,married,high.school,no,yes,yes,telephone,May,Thursday,177,2,nonexistent,Not Subscribed,1,New South Wales
31,technician,married,professional.course,no,no,no,telephone,May,Thursday,528,1,nonexistent,Not Subscribed,1,Queensland
40,blue-collar,married,high.school,no,yes,no,telephone,May,Thursday,183,1,nonexistent,Not Subscribed,1,Western Australia
38,self-employed,single,university.degree,no,no,no,telephone,May,Thursday,238,1,nonexistent,Not Subscribed,1,Queensland
48,blue-collar,married,basic.6y,no,no,yes,telephone,May,Thursday,61,1,nonexistent,Not Subscribed,1,New South Wales
32,admin.,married,high.school,no,no,no,telephone,May,Thursday,70,1,nonexistent,Not Subscribed,1,Victoria
46,blue-collar,single,basic.9y,no,yes,no,telephone,May,Thursday,541,3,nonexistent,Subscribed,0,South Australia
49,housemaid,married,basic.4y,unknown,no,no,telephone,May,Thursday,41,1,nonexistent,Not Subscribed,1,New South Wales
47,blue-collar,married,basic.6y,no,yes,yes,telephone,May,Thursday,93,1,nonexistent,Not Subscribed,1,New South Wales
28,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Thursday,149,1,nonexistent,Not Subscribed,1,Victoria
38,admin.,single,university.degree,unknown,yes,no,telephone,May,Thursday,35,1,nonexistent,Not Subscribed,1,New South Wales
28,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Thursday,262,1,nonexistent,Not Subscribed,1,New South Wales
51,services,married,unknown,no,yes,no,telephone,May,Thursday,151,1,nonexistent,Not Subscribed,1,New South Wales
50,blue-collar,married,basic.9y,no,yes,no,telephone,May,Thursday,135,2,nonexistent,Not Subscribed,1,Queensland
38,admin.,single,university.degree,unknown,yes,yes,telephone,May,Thursday,221,1,nonexistent,Not Subscribed,1,Western Australia
48,blue-collar,married,basic.6y,no,yes,no,telephone,May,Thursday,604,1,nonexistent,Not Subscribed,1,Victoria
44,technician,divorced,unknown,no,yes,no,telephone,May,Thursday,86,1,nonexistent,Not Subscribed,1,Victoria
30,technician,married,professional.course,no,no,no,telephone,May,Thursday,65,1,nonexistent,Not Subscribed,1,Victoria
34,blue-collar,single,basic.4y,no,no,no,telephone,May,Thursday,380,3,nonexistent,Not Subscribed,1,New South Wales
36,blue-collar,married,basic.6y,no,yes,no,telephone,May,Thursday,11,1,nonexistent,Not Subscribed,1,South Australia
41,management,married,university.degree,unknown,no,no,telephone,May,Thursday,184,2,nonexistent,Not Subscribed,1,Victoria
40,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Thursday,405,1,nonexistent,Not Subscribed,1,Queensland
35,unknown,married,basic.9y,no,yes,yes,telephone,May,Thursday,20,1,nonexistent,Not Subscribed,1,New South Wales
46,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Thursday,202,1,nonexistent,Not Subscribed,1,New South Wales
35,unknown,married,basic.9y,no,yes,no,telephone,May,Thursday,235,1,nonexistent,Not Subscribed,1,New South Wales
32,management,single,university.degree,no,no,no,telephone,May,Thursday,75,1,nonexistent,Not Subscribed,1,Queensland
34,admin.,married,university.degree,unknown,no,no,telephone,May,Thursday,134,1,nonexistent,Not Subscribed,1,New South Wales
35,blue-collar,married,basic.9y,no,yes,no,telephone,May,Thursday,255,1,nonexistent,Not Subscribed,1,Queensland
28,admin.,single,professional.course,no,no,no,telephone,May,Thursday,462,1,nonexistent,Not Subscribed,1,New South Wales
30,services,married,high.school,unknown,no,no,telephone,May,Thursday,80,1,nonexistent,Not Subscribed,1,New South Wales
48,unemployed,married,basic.4y,no,yes,yes,telephone,May,Thursday,56,1,nonexistent,Not Subscribed,1,Queensland
53,blue-collar,married,professional.course,no,yes,yes,telephone,May,Thursday,418,1,nonexistent,Not Subscribed,1,New South Wales
31,management,married,university.degree,no,yes,yes,telephone,May,Thursday,139,2,nonexistent,Not Subscribed,1,New South Wales
59,retired,married,unknown,no,yes,no,telephone,May,Thursday,96,2,nonexistent,Not Subscribed,1,Victoria
51,unemployed,married,high.school,no,yes,no,telephone,May,Thursday,39,1,nonexistent,Not Subscribed,1,New South Wales
47,services,married,high.school,unknown,yes,no,telephone,May,Thursday,231,2,nonexistent,Not Subscribed,1,New South Wales
40,technician,married,university.degree,unknown,no,no,telephone,May,Thursday,66,2,nonexistent,Not Subscribed,1,New South Wales
42,entrepreneur,single,university.degree,no,yes,no,telephone,May,Thursday,204,1,nonexistent,Not Subscribed,1,Queensland
30,housemaid,married,high.school,unknown,no,no,telephone,May,Thursday,159,1,nonexistent,Not Subscribed,1,Queensland
40,blue-collar,married,basic.9y,no,no,no,telephone,May,Thursday,129,2,nonexistent,Not Subscribed,1,Queensland
30,housemaid,married,high.school,unknown,no,no,telephone,May,Thursday,200,1,nonexistent,Not Subscribed,1,Queensland
50,entrepreneur,married,basic.9y,no,yes,no,telephone,May,Thursday,187,3,nonexistent,Not Subscribed,1,New South Wales
36,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Thursday,166,1,nonexistent,Not Subscribed,1,New South Wales
29,unemployed,single,university.degree,no,no,no,telephone,May,Thursday,144,1,nonexistent,Not Subscribed,1,Western Australia
43,blue-collar,married,basic.9y,no,no,no,telephone,May,Thursday,323,1,nonexistent,Not Subscribed,1,Queensland
35,services,married,high.school,no,no,no,telephone,May,Thursday,194,1,nonexistent,Not Subscribed,1,Queensland
35,unknown,single,basic.4y,unknown,no,no,telephone,May,Thursday,82,1,nonexistent,Not Subscribed,1,Queensland
48,blue-collar,divorced,basic.4y,no,no,no,telephone,May,Thursday,521,7,nonexistent,Not Subscribed,1,New South Wales
49,technician,married,professional.course,no,no,no,telephone,May,Thursday,269,1,nonexistent,Not Subscribed,1,New South Wales
44,blue-collar,married,basic.6y,unknown,no,yes,telephone,May,Thursday,285,1,nonexistent,Not Subscribed,1,Victoria
32,blue-collar,married,professional.course,no,no,no,telephone,May,Thursday,1119,1,nonexistent,Subscribed,0,New South Wales
55,admin.,married,high.school,no,no,no,telephone,May,Thursday,294,1,nonexistent,Not Subscribed,1,Victoria
41,admin.,married,basic.4y,unknown,no,yes,telephone,May,Thursday,106,1,nonexistent,Not Subscribed,1,New South Wales
27,student,single,high.school,unknown,no,no,telephone,May,Thursday,158,1,nonexistent,Not Subscribed,1,Western Australia
41,blue-collar,married,basic.9y,no,yes,no,telephone,May,Thursday,152,1,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Thursday,12,2,nonexistent,Not Subscribed,1,New South Wales
45,services,married,basic.9y,no,no,no,telephone,May,Thursday,187,1,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,married,high.school,no,no,no,telephone,May,Thursday,268,1,nonexistent,Not Subscribed,1,Queensland
54,technician,married,basic.9y,no,no,no,telephone,May,Thursday,193,1,nonexistent,Not Subscribed,1,Victoria
48,admin.,married,high.school,unknown,no,yes,telephone,May,Thursday,95,1,nonexistent,Not Subscribed,1,Victoria
32,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Thursday,60,1,nonexistent,Not Subscribed,1,New South Wales
33,management,married,university.degree,no,no,yes,telephone,May,Thursday,206,1,nonexistent,Not Subscribed,1,Western Australia
43,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Thursday,155,1,nonexistent,Not Subscribed,1,New South Wales
44,technician,single,high.school,no,no,no,telephone,May,Thursday,216,1,nonexistent,Not Subscribed,1,Western Australia
50,technician,married,professional.course,no,no,no,telephone,May,Thursday,103,3,nonexistent,Not Subscribed,1,Victoria
32,student,single,university.degree,no,no,no,telephone,May,Thursday,107,1,nonexistent,Not Subscribed,1,Northern Territory
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Thursday,219,1,nonexistent,Not Subscribed,1,Tasmania
32,student,single,university.degree,no,yes,no,telephone,May,Thursday,147,1,nonexistent,Not Subscribed,1,Victoria
43,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Thursday,190,1,nonexistent,Not Subscribed,1,Queensland
40,admin.,divorced,professional.course,no,yes,no,telephone,May,Thursday,339,2,nonexistent,Not Subscribed,1,New South Wales
24,services,single,high.school,no,yes,yes,telephone,May,Thursday,198,1,nonexistent,Not Subscribed,1,Queensland
32,technician,married,university.degree,no,no,yes,telephone,May,Thursday,141,1,nonexistent,Not Subscribed,1,New South Wales
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,May,Thursday,255,1,nonexistent,Not Subscribed,1,New South Wales
43,technician,single,university.degree,no,yes,no,telephone,May,Thursday,1120,2,nonexistent,Subscribed,0,New South Wales
35,admin.,married,university.degree,no,yes,yes,telephone,May,Thursday,369,1,nonexistent,Not Subscribed,1,New South Wales
33,admin.,single,high.school,unknown,yes,no,telephone,May,Thursday,226,1,nonexistent,Not Subscribed,1,New South Wales
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Thursday,215,1,nonexistent,Not Subscribed,1,Queensland
48,technician,married,professional.course,unknown,yes,no,telephone,May,Thursday,306,1,nonexistent,Not Subscribed,1,Victoria
52,housemaid,married,basic.4y,no,no,no,telephone,May,Thursday,249,1,nonexistent,Not Subscribed,1,Victoria
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Thursday,143,1,nonexistent,Not Subscribed,1,Victoria
30,admin.,married,high.school,no,yes,yes,telephone,May,Thursday,162,1,nonexistent,Not Subscribed,1,New South Wales
36,services,married,high.school,no,yes,no,telephone,May,Thursday,81,1,nonexistent,Not Subscribed,1,Queensland
39,blue-collar,married,basic.6y,no,no,no,telephone,May,Thursday,124,1,nonexistent,Not Subscribed,1,New South Wales
39,blue-collar,married,basic.6y,no,no,no,telephone,May,Thursday,124,1,nonexistent,Not Subscribed,1,Western Australia
36,admin.,divorced,university.degree,no,no,no,telephone,May,Thursday,33,4,nonexistent,Not Subscribed,1,Western Australia
39,blue-collar,married,basic.6y,no,no,no,telephone,May,Thursday,393,1,nonexistent,Not Subscribed,1,New South Wales
31,admin.,married,high.school,no,no,no,telephone,May,Thursday,784,1,nonexistent,Not Subscribed,1,Victoria
41,technician,married,professional.course,no,yes,yes,telephone,May,Thursday,87,2,nonexistent,Not Subscribed,1,South Australia
35,unknown,married,basic.9y,no,no,no,telephone,May,Thursday,108,2,nonexistent,Not Subscribed,1,Queensland
55,retired,married,university.degree,unknown,no,no,telephone,May,Thursday,207,1,nonexistent,Not Subscribed,1,New South Wales
57,retired,married,high.school,unknown,yes,no,telephone,May,Thursday,278,2,nonexistent,Not Subscribed,1,Queensland
38,entrepreneur,married,basic.6y,no,yes,no,telephone,May,Thursday,196,1,nonexistent,Not Subscribed,1,Victoria
52,blue-collar,married,basic.9y,no,yes,no,telephone,May,Thursday,149,1,nonexistent,Not Subscribed,1,New South Wales
60,services,married,high.school,no,yes,no,telephone,May,Thursday,154,1,nonexistent,Not Subscribed,1,Victoria
24,student,single,high.school,no,yes,no,telephone,May,Thursday,287,2,nonexistent,Not Subscribed,1,Western Australia
38,entrepreneur,married,basic.6y,no,no,no,telephone,May,Thursday,229,1,nonexistent,Not Subscribed,1,Victoria
44,technician,divorced,high.school,no,no,no,telephone,May,Thursday,21,1,nonexistent,Not Subscribed,1,New South Wales
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Thursday,191,1,nonexistent,Not Subscribed,1,New South Wales
25,services,divorced,high.school,no,yes,no,telephone,May,Thursday,147,1,nonexistent,Not Subscribed,1,Victoria
32,admin.,married,basic.6y,no,no,no,telephone,May,Thursday,93,1,nonexistent,Not Subscribed,1,Queensland
51,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Thursday,665,1,nonexistent,Not Subscribed,1,Western Australia
28,admin.,single,university.degree,no,no,no,telephone,May,Thursday,131,1,nonexistent,Not Subscribed,1,Western Australia
27,housemaid,married,basic.9y,no,yes,no,telephone,May,Thursday,160,1,nonexistent,Not Subscribed,1,New South Wales
35,blue-collar,married,basic.9y,no,yes,no,telephone,May,Thursday,74,1,nonexistent,Not Subscribed,1,Victoria
45,services,married,basic.9y,no,yes,yes,telephone,May,Thursday,60,1,nonexistent,Not Subscribed,1,Victoria
30,services,single,high.school,no,yes,no,telephone,May,Thursday,97,2,nonexistent,Not Subscribed,1,Victoria
60,entrepreneur,married,basic.4y,no,yes,no,telephone,May,Thursday,82,1,nonexistent,Not Subscribed,1,Victoria
28,services,single,unknown,no,yes,no,telephone,May,Thursday,475,1,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,married,basic.4y,unknown,no,yes,telephone,May,Thursday,111,1,nonexistent,Not Subscribed,1,Victoria
37,unemployed,married,professional.course,no,no,no,telephone,May,Thursday,140,1,nonexistent,Not Subscribed,1,New South Wales
37,unemployed,married,professional.course,no,no,yes,telephone,May,Thursday,110,1,nonexistent,Not Subscribed,1,Victoria
36,services,married,basic.6y,no,yes,no,telephone,May,Thursday,64,1,nonexistent,Not Subscribed,1,Western Australia
49,blue-collar,married,basic.4y,no,yes,no,telephone,May,Thursday,149,1,nonexistent,Not Subscribed,1,Victoria
35,services,married,professional.course,unknown,yes,no,telephone,May,Thursday,156,1,nonexistent,Not Subscribed,1,New South Wales
34,admin.,single,high.school,no,no,no,telephone,May,Thursday,63,3,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,married,basic.9y,no,no,no,telephone,May,Thursday,362,1,nonexistent,Not Subscribed,1,Victoria
42,admin.,married,university.degree,unknown,yes,no,telephone,May,Thursday,712,1,nonexistent,Not Subscribed,1,Northern Territory
39,blue-collar,married,basic.6y,no,yes,no,telephone,May,Thursday,338,2,nonexistent,Not Subscribed,1,Queensland
33,services,married,university.degree,no,yes,no,telephone,May,Thursday,102,2,nonexistent,Not Subscribed,1,South Australia
38,unemployed,married,high.school,no,no,yes,telephone,May,Thursday,446,1,nonexistent,Not Subscribed,1,Victoria
30,admin.,divorced,university.degree,unknown,no,no,telephone,May,Thursday,249,2,nonexistent,Not Subscribed,1,South Australia
31,blue-collar,divorced,professional.course,no,yes,no,telephone,May,Thursday,176,1,nonexistent,Not Subscribed,1,Victoria
39,management,married,university.degree,no,no,no,telephone,May,Thursday,1007,1,nonexistent,Not Subscribed,1,Victoria
37,blue-collar,married,unknown,unknown,yes,no,telephone,May,Thursday,266,1,nonexistent,Not Subscribed,1,Western Australia
48,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Thursday,172,1,nonexistent,Not Subscribed,1,New South Wales
32,services,married,high.school,no,no,no,telephone,May,Thursday,175,1,nonexistent,Not Subscribed,1,Victoria
48,blue-collar,married,basic.6y,no,yes,no,telephone,May,Thursday,211,2,nonexistent,Not Subscribed,1,New South Wales
37,technician,single,university.degree,no,yes,no,telephone,May,Thursday,237,1,nonexistent,Not Subscribed,1,New South Wales
37,technician,single,university.degree,no,no,no,telephone,May,Thursday,500,1,nonexistent,Not Subscribed,1,Victoria
26,services,divorced,basic.6y,no,no,no,telephone,May,Thursday,186,1,nonexistent,Not Subscribed,1,Queensland
